ID;TERMS (PT-NPT);RELATIONS;PT;MT
5137;mișcare antieuropeană;;;1016 construcţie europeană
7373;mișcare antiglobalizare;;;0431 politică şi securitate publică
7373;mișcare antimondializare;USE;mișcare antiglobalizare;0431 politică şi securitate publică
2000;mișcare antirasistă;;;0431 politică şi securitate publică
4153;mișcare asociativă;;;0431 politică şi securitate publică
1999;mișcare autonomă;;;0431 politică şi securitate publică
7374;mișcare culturală;;;2831 cultură şi religie
2002;mișcare de capital;;;2421 libera circulaţie a capitalului
2005;mișcare de eliberare națională;;;0806 politică internaţională
2008;mișcare de interes european;USE;mișcare europeană;1016 construcţie europeană
2004;mișcare de tineret;;;0431 politică şi securitate publică
2007;mișcare ecologică;;;0431 politică şi securitate publică
2008;mișcare europeană;;;1016 construcţie europeană
2003;mișcare feministă;;;0431 politică şi securitate publică
259;mișcare migratoare;;;2811 migraţie
2009;mișcare muncitorească;;;0431 politică şi securitate publică
3056;mișcare pacifistă;USE;pacifism;0431 politică şi securitate publică
2008;mișcare paneuropeana;USE;mișcare europeană;1016 construcţie europeană
7416;mișcare patriotică;;;0431 politică şi securitate publică
3056;mișcare pentru pace;USE;pacifism;0431 politică şi securitate publică
2001;mișcare politică;USE;curent de opinie;0431 politică şi securitate publică
1999;mișcare separatistă;USE;mișcare autonomă;0431 politică şi securitate publică
2011;mișcare socială;;;0431 politică şi securitate publică
2010;mișcare țărănească;;;0431 politică şi securitate publică
3318;mișcarea populației;USE;dinamica populației;2816 demografie şi populaţie
1198;mișcări în favoarea drepturilor omului;;;0431 politică şi securitate publică
3147;mlaștină;USE;apă stătătoare;5211 mediul înconjurător natural
7811;mnemotehnică;;;4406 locuri de muncă
5291;moarte;;;2826 viaţă socială
5291;moarte naturală;USE;moarte;2826 viaţă socială
3597;moașă;;;2841 sănătate
6850;mobilitate durabilă;;;4806 politica transporturilor
1947;mobilitate funciară;;;5616 exploataţii agricole
1948;mobilitate geografică;;;2811 migraţie
3325;mobilitate profesională;;;4411 piaţa muncii
1949;mobilitate rezidențială;;;2816 demografie şi populaţie
1951;mobilitate socială;;;2821 context social
1950;mobilitate școlară;;;3216 organizarea învăţământului
1950;mobilitatea elevilor;USE;mobilitate școlară;3216 organizarea învăţământului
1946;mobilitatea forței de muncă;;;4411 piaţa muncii
3325;mobilitatea locurilor de muncă;USE;mobilitate profesională;4411 piaţa muncii
1946;mobilitatea personalului;USE;mobilitatea forței de muncă;4411 piaţa muncii
1947;mobilitatea proprietății;USE;mobilitate funciară;5616 exploataţii agricole
1393;mobilă;USE;industria mobilei;6836 industria lemnului
6292;mod de producție;;;6406 producţie
83;mod de viață;USE;condiții de viață;2821 context social
1952;modalitate de finanțare;;;2426 investiţii şi finanţare
c_5a7a0d82;model de afaceri;;;4006 organizarea afacerilor
6267;model de simulare;USE;simulare;6416 cercetare şi proprietate intelectuală
1955;model econometric;USE;model economic;1631 analiză economică
1955;model economic;;;1631 analiză economică
2852;model industrial;USE;prototip;6411 tehnologie şi reglementări tehnice
6309;modelul agricol european;;;5606 politică agricolă
5745;modem;;;3226 comunicaţii
1456;modernizarea clădirilor;USE;îmbunătățirea locuințelor;2846 construcţii şi urbanism
1956;modernizarea companiei;USE;modernizarea întreprinderii;4006 organizarea afacerilor
1958;modernizarea fermelor agricole;;;5611 producţie agricolă
1456;modernizarea habitatului;USE;îmbunătățirea locuințelor;2846 construcţii şi urbanism
1957;modernizarea industriei;;;6806 politică industrială
1456;modernizarea locuinței;USE;îmbunătățirea locuințelor;2846 construcţii şi urbanism
1456;modernizarea locuințelor;USE;îmbunătățirea locuințelor;2846 construcţii şi urbanism
1958;modernizarea structurilor agricole;USE;modernizarea fermelor agricole;5611 producţie agricolă
1956;modernizarea întreprinderii;;;4006 organizarea afacerilor
1959;modificare bugetară;USE;rectificare bugetară;2441 buget
1964;molibden;;;6816 metalurgie şi siderurgie
c_623f2583;moluscă bivalvă;;;5641 pescuit
c_623f2583;moluscă lamelibranhiată;USE;moluscă bivalvă;5641 pescuit
1961;moluște;;;5641 pescuit
1977;monarhie absolută;USE;monocrație;0406 conjunctură politică
1966;monarhie constituțională;;;0406 conjunctură politică
1966;monarhie parlamentară;USE;monarhie constituțională;0406 conjunctură politică
5875;monarhism;;;0406 conjunctură politică
1967;mondialism;;;0406 conjunctură politică
1969;monedă;USE;bani;2411 economie monetară
c_2ffe4574;monedă cibernetică;USE;monedă virtuală;2411 economie monetară
1975;monedă de cont;USE;depozit monetar;2411 economie monetară
1970;monedă de rezervă;;;2406 relaţii monetare
1973;monedă de schimb internațional;;;2406 relaţii monetare
1971;monedă electronică;;;2411 economie monetară
6332;monedă europeană;;;2406 relaţii monetare
8434;monedă falsă;USE;falsificare de bani;1216 drept penal
4393;monedă fluctuantă;USE;curs variabil;2411 economie monetară
1974;monedă națională;;;2411 economie monetară
433;monedă străină;USE;valută;2411 economie monetară
c_2ffe4574;monedă virtuală;;;2411 economie monetară
5601;monitor;;;3236 informatică şi procesarea datelor
1533;monitor oficial;;;3221 documentare
5601;monitor video;USE;monitor;3236 informatică şi procesarea datelor
5542;monitorizare exporturi;;;2006 politică comercială
192;monitorizare sanitară;USE;control sanitar;2841 sănătate
3141;monitorizare seismică;;;5206 politica mediului înconjurător
3035;monitorizarea alegerilor;;;0416 procedură electorală şi vot
3140;monitorizarea mediului;;;5206 politica mediului înconjurător
3140;monitorizarea poluării mediului;USE;monitorizarea mediului;5206 politica mediului înconjurător
1977;monocrație;;;0406 conjunctură politică
4142;monocultură;USE;cultură agricolă unică;5621 cultivarea terenurilor agricole
1978;monografie;;;3221 documentare
1979;monopol;;;4031 concurenţă
1980;monopol al cererii;USE;monopol de cumpărare;4031 concurenţă
1979;monopol comercial;USE;monopol;4031 concurenţă
1980;monopol de cumpărare;;;4031 concurenţă
1981;monopol de stat;;;4031 concurenţă
1985;monopol fiscal;;;2446 fiscalitate
1981;monopol guvernamental;USE;monopol de stat;4031 concurenţă
1984;monopol informațional;;;3226 comunicaţii
1982;monopolul importurilor;;;4031 concurenţă
1980;monopson;USE;monopol de cumpărare;4031 concurenţă
2213;monoxid de carbon;USE;oxizi;6811 chimie
c_ea3f5ed2;montgolfier;USE;aerostat;4826 transport aerian şi spaţial
5747;monument;;;2831 cultură şi religie
4100;monument vechi;USE;patrimoniu arhitectural;2831 cultură şi religie
7201;morala în afaceri;USE;etica afacerilor;4006 organizarea afacerilor
1990;moralitate publică;USE;morală publică;2826 viaţă socială
1989;morală;USE;etică;3611 ştiinţe umaniste
5748;morală politică;;;0431 politică şi securitate publică
1990;morală publică;;;2826 viaţă socială
1607;morcovi;USE;legume rădăcinoase;6006 produse de origine vegetală
6390;morfologia pamântului;USE;geomorfologie;3606 ştiinţe naturale şi aplicate
1991;mortalitate;;;2816 demografie şi populaţie
1992;mortalitate antenatală;USE;mortalitate infantilă;2816 demografie şi populaţie
1992;mortalitate fetală;USE;mortalitate infantilă;2816 demografie şi populaţie
1992;mortalitate infantilă;;;2816 demografie şi populaţie
1992;mortalitate perinatală;USE;mortalitate infantilă;2816 demografie şi populaţie
1993;mortalitate profesională;;;2816 demografie şi populaţie
1943;morărit;USE;industria morăritului;6031 produs agroalimentar
1996;motivarea consumatorilor;;;2026 consum
3907;motivația muncii;USE;satisfacție profesională;4416 organizarea muncii şi a condiţiilor de muncă
1998;motivație politică;;;0431 politică şi securitate publică
4653;motocicletă;USE;vehicul pe două roți;4816 transport terestru
1994;motor;;;6821 industrie mecanică
3739;motor acționat cu alcool;USE;alcool carburant;6606 politică energetică
1994;motor cu combustie;USE;motor;6821 industrie mecanică
6773;motor de căutare;;;3226 comunicaţii
6824;motor diesel;;;6821 industrie mecanică
3864;motor electric;USE;mașini electrice;6826 electronică şi electrotehnică
4653;motoretă;USE;vehicul pe două roți;4816 transport terestru
3772;motorină;USE;combustibil pentru motoare diesel;6616 industrie petrolieră
c_315af034;motorină marină;USE;combustibil marin;6616 industrie petrolieră
501;moștenire;USE;donație drept civil;1211 drept civil
1995;moțiune de cenzură;;;0421 Parlament
5830;moțiune de încredere;;;0421 Parlament
1062;moțiune pentru amânarea sesiunii parlamentare;USE;amânarea sesiunii parlamentare;0426 dezbateri parlamentare
3883;mucava;;;6836 industria lemnului
6918;muflon;USE;cornute;5626 tehnologie agricolă
1833;mufă;USE;echipament electric;6826 electronică şi electrotehnică
4484;mulgătoare mecanică;;;5626 tehnologie agricolă
2020;multi-partitism;USE;multipartitism;0406 conjunctură politică
c_39d242fc;multifinanțare;;;2426 investiţii şi finanţare
c_39d242fc;multifinanțare participativă;USE;multifinanțare;2426 investiţii şi finanţare
6308;multifuncționalitate agricolă;USE;agricultură durabilă;5606 politică agricolă
3241;multilateralism;USE;relații multilaterale;0806 politică internaţională
2019;multilingvism;;;3611 ştiinţe umaniste
6126;multimedia;;;3236 informatică şi procesarea datelor
828;multinaționale;USE;întreprinderi multinaționale;4011 categorii de societăţi comerciale
2020;multipartidism;USE;multipartitism;0406 conjunctură politică
2020;multipartitism;;;0406 conjunctură politică
3937;multiproprietate;USE;proprietari multipli;1211 drept civil
4552;munca copiilor;;;4406 locuri de muncă
6925;munca deținuților;;;1216 drept penal
3530;munca femeilor;;;4406 locuri de muncă
4549;munca fără forme legale;USE;muncă ilegală;4406 locuri de muncă
5208;munca la videoterminal;USE;stație de lucru video;4416 organizarea muncii şi a condiţiilor de muncă
4546;munca pe bandă;;;4416 organizarea muncii şi a condiţiilor de muncă
3529;munca tinerilor;;;4406 locuri de muncă
650;munca în gospodărie;USE;economie casnică;1621 structură economică
559;munci agricole sezoniere;;;5616 exploataţii agricole
1737;muncitor;USE;forță de muncă;4411 piaţa muncii
3539;muncitor auxiliar;;;4411 piaţa muncii
4556;muncitor clandestin;;;4411 piaţa muncii
4559;muncitor cu dizabilități;;;4411 piaţa muncii
4559;muncitor cu handicap;USE;muncitor cu dizabilități;4411 piaţa muncii
4559;muncitor cu mobilitate redusă;USE;muncitor cu dizabilități;4411 piaţa muncii
4562;muncitor emigrant;USE;muncitor migrant;4411 piaţa muncii
3540;muncitor expat;;;4411 piaţa muncii
4562;muncitor imigrant;USE;muncitor migrant;4411 piaţa muncii
4558;muncitor la frontieră;;;4411 piaţa muncii
4562;muncitor migrant;;;4411 piaţa muncii
1783;muncitor necalificat;;;4411 piaţa muncii
6745;muncitor pauper;USE;muncitor sărac;4411 piaţa muncii
6354;muncitor policalificat;;;4411 piaţa muncii
4563;muncitor sezonier;;;4411 piaţa muncii
6745;muncitor sărac;;;4411 piaţa muncii
1529;muncitor tânăr;;;4411 piaţa muncii
4555;muncitor vârstnic;;;4411 piaţa muncii
4543;muncă;;;4416 organizarea muncii şi a condiţiilor de muncă
5940;muncă atipică;USE;activități profesionale atipice;4406 locuri de muncă
3539;muncă auxiliară;USE;muncitor auxiliar;4411 piaţa muncii
2208;muncă calificată;USE;personal calificat;4411 piaţa muncii
4556;muncă clandestină;USE;muncitor clandestin;4411 piaţa muncii
4548;muncă cu timp parțial;;;4406 locuri de muncă
4551;muncă de noapte;;;4416 organizarea muncii şi a condiţiilor de muncă
3548;muncă de sărbători legale;USE;muncă în zilele de sărbătoare;4416 organizarea muncii şi a condiţiilor de muncă
857;muncă forțată;USE;sclavie;1236 drepturile individului
4549;muncă ilegală;;;4406 locuri de muncă
3552;muncă la distanță;;;4406 locuri de muncă
4544;muncă la domiciliu;;;4406 locuri de muncă
4549;muncă la negru;USE;muncă ilegală;4406 locuri de muncă
3525;muncă neplătită;;;4406 locuri de muncă
6718;muncă ocazională;;;4406 locuri de muncă
3520;muncă partajată;;;4406 locuri de muncă
3552;muncă prin transmitere la distanță a informațiilor;USE;muncă la distanță;4406 locuri de muncă
3527;muncă provizorie;USE;angajare temporară;4406 locuri de muncă
5941;muncă sezonieră;;;4406 locuri de muncă
3360;muncă socială;;;2836 protecţie socială
3527;muncă temporară;USE;angajare temporară;4406 locuri de muncă
3330;muncă voluntară;;;2826 viaţă socială
5337;muncă în cooperare;;;0811 politici de cooperare
4550;muncă în echipă;;;4416 organizarea muncii şi a condiţiilor de muncă
4550;muncă în grup;USE;muncă în echipă;4416 organizarea muncii şi a condiţiilor de muncă
4233;muncă în regie proprie;USE;autogestiune;4426 dreptul muncii şi relaţii de muncă
4553;muncă în schimb/foc continuu;USE;muncă în schimburi;4416 organizarea muncii şi a condiţiilor de muncă
4553;muncă în schimburi;;;4416 organizarea muncii şi a condiţiilor de muncă
3330;muncă în scop caritabil;USE;muncă voluntară;2826 viaţă socială
3548;muncă în zilele de sărbătoare;;;4416 organizarea muncii şi a condiţiilor de muncă
27;municipiu;;;0436 putere executivă şi administraţie publică
1987;munte;;;5211 mediul înconjurător natural
4582;mure;USE;fructe de pădure;6006 produse de origine vegetală
2731;murături;USE;produs alimentar vegetal;6026 produs alimentar
2730;must de fructe;USE;produse din fructe;6026 produs alimentar
2730;must de struguri;USE;produse din fructe;6026 produs alimentar
6546;musulmani;;;2821 context social
