ID;TERMS (PT-NPT);RELATIONS;PT;MT
1693;locuință unifamilială;;;2846 construcţii şi urbanism
2126;locuri de muncă libere;USE;ofertă de locuri de muncă;4411 piaţa muncii
2427;locuri de muncă pentru toți solicitanții;;;4406 locuri de muncă
1652;locuri pentru pescuit;USE;pescuit;5641 pescuit
5865;locuri rezervate;USE;rezervare;4811 organizarea transporturilor
1161;logistică;;;4021 management
5170;lojă masonică;USE;societate secretă;2826 viaţă socială
589;longevitate;USE;speranță de viață;2816 demografie şi populaţie
2237;lot;USE;parcelă;5616 exploataţii agricole
1527;loterie;USE;jocuri de noroc;2826 viaţă socială
253;lovitură de stat;;;0431 politică şi securitate publică
2629;luarea deciziilor;;;4021 management
1704;lubrifianți;;;6811 chimie
1714;lucernă;;;6006 produse de origine vegetală
4412;lucrări agricole;USE;tehnici de cultivare în agricultură;5621 cultivarea terenurilor agricole
5277;lucrări ale conferințelor;;;3221 documentare
1523;lucrări hidraulice;;;6831 construcţii şi lucrări publice
4565;lucrări publice;;;6831 construcţii şi lucrări publice
2207;lucrător;;;4411 piaţa muncii
4557;lucrător (UE);;;4411 piaţa muncii
c_9eb9cbaa;lucrător detașat;;;4411 piaţa muncii
4544;lucrător la domiciliu;USE;muncă la domiciliu;4406 locuri de muncă
4558;lucrător la frontieră;USE;muncitor la frontieră;4411 piaţa muncii
4561;lucrător manual;;;4411 piaţa muncii
3545;lucrător pe cont propriu;USE;liber profesionist;4411 piaţa muncii
c_95b02746;lucrător pe platforme online;;;4411 piaţa muncii
6721;lucrător silvic;USE;pădurar;5636 silvicultură
4564;lucrător social;USE;asistent social;2826 viaţă socială
2209;lucrător specializat;;;4411 piaţa muncii
c_9eb9cbaa;lucrător străin detașat;USE;lucrător detașat;4411 piaţa muncii
5820;lucrător vamal;;;2011 politică tarifară
1738;lucrător în agricultură;USE;forță de muncă în agricultură;5616 exploataţii agricole
4555;lucrător în vârstă;USE;muncitor vârstnic;4411 piaţa muncii
c_789ead37;lume;;;7236 geografie politică
c_6e703074;lumea arabă;;;7236 geografie politică
c_47ea173d;lumea în perioada de după Războiul Rece;USE;după Războiul Rece;0816 securitate internațională
469;lumini laterale;USE;dispozitiv de semnalizare;4811 organizarea transporturilor
4229;lumpenproletariat;USE;subproletariat;2821 context social
8444;lup;;;5211 mediul înconjurător natural
2881;lupta contra rasismului;USE;rasism;1236 drepturile individului
5104;lupta împotriva cancerului;USE;cancer;2841 sănătate
1708;lupta împotriva criminalității;;;2826 viaţă socială
3347;lupta împotriva delincvenței;USE;prevenirea delincvenței;2826 viaţă socială
4475;lupta împotriva drogurilor;USE;dependență de droguri;2826 viaţă socială
961;lupta împotriva foametei;USE;foamete;2841 sănătate
1092;lupta împotriva fraudei;USE;fraudă;1216 drept penal
1421;lupta împotriva inflației;USE;inflație;1611 situație economică
5225;lupta împotriva insectelor;;;5206 politica mediului înconjurător
3145;lupta împotriva monopolurilor;USE;controlul practicilor restrictive;4031 concurenţă
1709;lupta împotriva risipirii resurselor;;;5206 politica mediului înconjurător
3988;lupta împotriva secetei;USE;secetă;5216 degradarea mediului înconjurător
2281;lupta împotriva sărăciei;USE;sărăcie;1626 conturi naţionale
4452;lupta împotriva terorismului;USE;terorism;0431 politică şi securitate publică
3518;lupta împotriva șomajului;;;4406 locuri de muncă
5903;lupte cu animale;USE;spectacol cu animale;2826 viaţă socială
1710;luptă de clasă;;;2826 viaţă socială
8410;luptă împotriva minelor;;;0816 securitate internațională
1205;lusofoni;USE;grup lingvisitic;2821 context social
c_6496f5ea;lustrație;USE;justiție de tranziție;1221 justiţie
1564;lână;;;6011 produse de origine animală
5676;lăcustă;USE;insectă;5211 mediul înconjurător natural
693;lămâie;USE;citrice;6006 produse de origine vegetală
1604;lăptucă;USE;legume cu frunze;6006 produse de origine vegetală
6704;lărgirea unei organizații internaționale;;;0806 politică internaţională
1832;macara;USE;utilaje de ridicat;6821 industrie mecanică
2274;macaroane;USE;paste;6026 produs alimentar
1728;macroeconomie;;;1631 analiză economică
5168;mafia;;;2826 viaţă socială
2434;magazin;USE;punct de vânzare;2036 distribuţie comercială
3211;magazin cu autoservire;;;2036 distribuţie comercială
1733;magazin cu mărfuri la preț redus;;;2036 distribuţie comercială
1733;magazin cu prețuri reduse;USE;magazin cu mărfuri la preț redus;2036 distribuţie comercială
4672;magazin cu vânzare liberă de taxe;USE;vânzare liberă de taxe;2031 marketing
442884;magazin de animale;USE;comerț cu animale;2036 distribuţie comercială
7355;magazin farmaceutic;USE;farmacie;2841 sănătate
3592;magazin mic;USE;mic comerciant;2036 distribuţie comercială
1732;magazin universal;USE;supermarket;2036 distribuţie comercială
7387;magie;USE;religie primitivă;2831 cultură şi religie
1735;magistrat;;;1226 organizarea sistemului juridic
2125;magnetofon;USE;echipament de înregistrare;3226 comunicaţii
1736;magneziu;;;6816 metalurgie şi siderurgie
1508;mahomedanism;USE;islam;2831 cultură şi religie
5895;maimuță;;;5211 mediul înconjurător natural
481;maistru;USE;supraveghetor;4411 piaţa muncii
1746;majoritate absolută;;;0416 procedură electorală şi vot
1750;majoritate calificată;;;0416 procedură electorală şi vot
1747;majoritate civilă;;;1211 drept civil
1749;majoritate politică;;;0431 politică şi securitate publică
1753;majoritate relativă;USE;majoritate simplă;0416 procedură electorală şi vot
1753;majoritate simplă;;;0416 procedură electorală şi vot
1751;majoritate tăcută;;;0431 politică şi securitate publică
1759;malarie;USE;boli contagioase;2841 sănătate
5714;malformație congenitală;USE;boli congenitale;2841 sănătate
1770;malnutriție;;;2841 sănătate
1772;malț;;;6026 produs alimentar
1775;mamifer marin;;;5211 mediul înconjurător natural
5722;mamifer sălbatic;;;5211 mediul înconjurător natural
2239;mamă;USE;rudenie;2806 familie
2238;mamă celibatară;USE;părinte unic;2806 familie
3311;mamă purtătoare;;;2806 familie
1154;management;;;4021 management
1164;management financiar;;;4021 management
4470;management hotelier;USE;turism;2826 viaţă socială
2481;management industrial;USE;conducerea producției;6406 producţie
3572;management și producție;USE;parteneri sociali;4426 dreptul muncii şi relaţii de muncă
1156;managementul afacerilor;;;4021 management
3144;managementul apei;;;5206 politica mediului înconjurător
5920;managementul bazelor de date;;;3236 informatică şi procesarea datelor
5085;managementul cadrelor de conducere;USE;top management;4411 piaţa muncii
6910;managementul cunostințelor;;;4021 management
1158;managementul deșeurilor;;;5206 politica mediului înconjurător
6188;managementul documentelor;;;3221 documentare
6189;managementul electronic al documentelor;;;3221 documentare
5920;managementul ierarhic al bazelor de date;USE;managementul bazelor de date;3236 informatică şi procesarea datelor
2470;managementul mediului;USE;politica mediului înconjurător;5206 politica mediului înconjurător
1157;managementul mediului înconjurător;;;5206 politica mediului înconjurător
1163;managementul personalului;;;4421 managementul şi remuneraţia angajaţilor
1159;managementul pescuitului;;;5641 pescuit
1165;managementul planificării;;;4021 management
2481;managementul producției;USE;conducerea producției;6406 producţie
928;managementul proiectelor;;;4021 management
5920;managementul relațional al bazelor de date;USE;managementul bazelor de date;3236 informatică şi procesarea datelor
1160;managementul resurselor;;;5206 politica mediului înconjurător
1159;managementul resurselor piscicole;USE;managementul pescuitului;5641 pescuit
1163;managementul resurselor umane;USE;managementul personalului;4421 managementul şi remuneraţia angajaţilor
4470;managementul turismului;USE;turism;2826 viaţă socială
447;managementul întreprinderii;;;4006 organizarea afacerilor
5081;manager;;;4006 organizarea afacerilor
5906;manager de fermă;USE;șef de holding agricol;5616 exploataţii agricole
6724;mandat de arestare european;;;1016 construcţie europeană
3036;mandat dublu;USE;cumul de mandate;0421 Parlament
1778;mandat electoral;;;0421 Parlament
6724;mandat european;USE;mandat de arestare european;1016 construcţie europeană
1778;mandat național;USE;mandat electoral;0421 Parlament
1778;mandat obligatoriu;USE;mandat electoral;0421 Parlament
4157;mandat parlamentar;;;0416 procedură electorală şi vot
1778;mandat reprezentativ;USE;mandat electoral;0421 Parlament
8465;mandatul membrilor;USE;numirea membrilor;1006 Instituțiile Uniunii Europene și funcția publică europeană
5724;manevre militare;;;0821 apărare
5244;mangal;;;6836 industria lemnului
1779;mangan;;;6816 metalurgie şi siderurgie
1120;mango;USE;fructe tropicale;6006 produse de origine vegetală
7368;manifest;;;3221 documentare
2796;manifest electoral;USE;program electoral;0416 procedură electorală şi vot
1781;manioc;;;6006 produse de origine vegetală
3629;manipulare;;;6406 producţie
c_b499ede2;manipulare a pieței financiare;USE;abuz pe piață;1216 drept penal
4111;manipulare genetică;USE;inginerie genetică;6411 tehnologie şi reglementări tehnice
5311;manual de utilizare;USE;ghid;3221 documentare
1784;manuale școlare;;;3216 organizarea învăţământului
7369;manuscris;;;3221 documentare
1785;maoism;;;0406 conjunctură politică
3666;marca comunitária;USE;marcă UE;6416 cercetare şi proprietate intelectuală
5726;marcaj comunitar de conformitate;USE;marcaj de conformitate CE;6411 tehnologie şi reglementări tehnice
5726;marcaj de conformitate CE;;;6411 tehnologie şi reglementări tehnice
6307;marcarea animalelor;USE;identificare;6416 cercetare şi proprietate intelectuală
6307;marcarea produselor;USE;identificare;6416 cercetare şi proprietate intelectuală
3666;marcă UE;;;6416 cercetare şi proprietate intelectuală
3666;marcă a Uniunii Europene;USE;marcă UE;6416 cercetare şi proprietate intelectuală
1821;marcă comercială;;;6416 cercetare şi proprietate intelectuală
3666;marcă comercială comunitară;USE;marcă UE;6416 cercetare şi proprietate intelectuală
3666;marcă comercială europeană;USE;marcă UE;6416 cercetare şi proprietate intelectuală
3662;marcă comercială înregistrată;;;6416 cercetare şi proprietate intelectuală
1821;marcă de fabrică;USE;marcă comercială;6416 cercetare şi proprietate intelectuală
1821;marcă de origine;USE;marcă comercială;6416 cercetare şi proprietate intelectuală
1870;mare;;;5211 mediul înconjurător natural
611;mare teritorială;USE;ape teritoriale;1231 drept internaţional
1814;margarină;;;6016 produse agricole procesate
1817;marginalizare;USE;marginalizare socială;2826 viaţă socială
1817;marginalizare socială;;;2826 viaţă socială
2352;marinar;USE;echipaj;4811 organizarea transporturilor
3442;marină militară;;;0821 apărare
1815;marjă comercială;;;4026 contabilitate
1816;marjă de fluctuație;;;2406 relaţii monetare
1815;marjă de profit;USE;marjă comercială;4026 contabilitate
13;marketing;;;2031 marketing
2730;marmeladă;USE;produse din fructe;6026 produs alimentar
3757;marmură;USE;roci și argile;6611 industrie carboniferă şi minieră
5727;marsupial;;;5211 mediul înconjurător natural
4434;martor;USE;mărturie în instanță;1221 justiţie
1823;marxism;;;0406 conjunctură politică
2013;mass-media;;;3226 comunicaţii
3012;mass-media comercială;;;3226 comunicaţii
3014;mass-media locală;;;3226 comunicaţii
1824;masă bugetară;;;2436 finanţe publice şi politică bugetară
1825;masă monetară;;;2411 economie monetară
1835;matematică;;;3606 ştiinţe naturale şi aplicate
3844;material chirurgical;USE;instrumente medicale și chirurgicale;2841 sănătate
3648;material compatibil;USE;armonizarea standardelor;6411 tehnologie şi reglementări tehnice
1839;material de bază;USE;materie primă;2021 comerţ internaţional
1826;material de construcții;;;6831 construcţii şi lucrări publice
945;material detonant;USE;explozibil;6811 chimie
6047;material fisionalbil;USE;combustibil nuclear;6621 industrie nucleară şi electrică
2647;material militar;USE;armament;0821 apărare
4169;material nețesut;;;6841 industria pielăriei şi textilă
6047;material nuclear;USE;combustibil nuclear;6621 industrie nucleară şi electrică
2746;material pentru ambalaj;;;2031 marketing
2234;material rulant;;;4816 transport terestru
2783;material textil;USE;produs textil;6841 industria pielăriei şi textilă
3842;material științific;USE;aparatură științifică;6821 industrie mecanică
3695;materiale amorfe;;;6411 tehnologie şi reglementări tehnice
3689;materiale avansate;;;6411 tehnologie şi reglementări tehnice
3756;materiale bituminoase;;;6611 industrie carboniferă şi minieră
3692;materiale composite cu fibre;USE;materiale compozite;6411 tehnologie şi reglementări tehnice
3692;materiale compozite;;;6411 tehnologie şi reglementări tehnice
3689;materiale de înaltă tehnologie;USE;materiale avansate;6411 tehnologie şi reglementări tehnice
3278;materiale didactice;;;3216 organizarea învăţământului
3278;materiale educative;USE;materiale didactice;3216 organizarea învăţământului
3689;materiale noi;USE;materiale avansate;6411 tehnologie şi reglementări tehnice
1840;materiale nucleare;USE;substanțe radioactive;6621 industrie nucleară şi electrică
1837;materiale plastice;;;6811 chimie
1840;materiale radioactive;USE;substanțe radioactive;6621 industrie nucleară şi electrică
1827;materiale refractare;;;6831 construcţii şi lucrări publice
1827;materiale rezistente la temperaturi înalte;USE;materiale refractare;6831 construcţii şi lucrări publice
3278;materiale școlare;USE;materiale didactice;3216 organizarea învăţământului
1839;materie primă;;;2021 comerţ internaţional
5728;materii de origine animală;;;6011 produse de origine animală
1836;materii grase din lapte;;;6016 produse agricole procesate
5159;maternitate;;;2806 familie
1609;mazăre;USE;leguminoase pentru boabe;6006 produse de origine vegetală
1719;mașini agricole;;;5626 tehnologie agricolă
3864;mașini electrice;;;6826 electronică şi electrotehnică
1830;mașini și utilaje folosite în construcții;USE;echipamente pentru construcții;6831 construcţii şi lucrări publice
1724;mașini-unelte;;;6821 industrie mecanică
4261;mașină;USE;automobile;4816 transport terestru
1726;mașină de cusut;USE;utilaje folosite în industria textilă;6841 industria pielăriei şi textilă
3336;mașină de jocuri electronice;USE;joc automat;2826 viaţă socială
1720;mașină de scris;USE;echipament de birou;6826 electronică şi electrotehnică
1722;mașină de secerat;USE;combină agricolă;5626 tehnologie agricolă
3861;mașină de spălat rufe;USE;aparatură electrocasnică;6826 electronică şi electrotehnică
3861;mașină de spălat vase;USE;aparatură electrocasnică;6826 electronică şi electrotehnică
3336;mașină electronică cu câștiguri;USE;joc automat;2826 viaţă socială
6901;mașină pentru vânzări;USE;automat pentru vânzări;2036 distribuţie comercială
2205;mașină portabilă de găurit;USE;unelte manuale;6846 industrii diverse
c_b3e9d826;mașină utilitară;USE;vehicul ușor;4816 transport terestru
1718;mașinărie;;;6821 industrie mecanică
3931;mecanica solului;USE;știința solului;3606 ştiinţe naturale şi aplicate
1845;mecanică fină;;;6821 industrie mecanică
1846;mecanică generală;;;6821 industrie mecanică
4073;mecanism comercial suplimentar;;;2006 politică comercială
467;mecanism de conducere;;;4811 organizarea transporturilor
434909;mecanism de dezvoltare curată;;;5206 politica mediului înconjurător
467;mecanism de direcție;USE;mecanism de conducere;4811 organizarea transporturilor
1850;mecanism de intervenție monetară;USE;mecanismul cursului de schimb;2406 relaţii monetare
c_0f3b8370;mecanism de recurs colectiv;USE;acțiune colectivă în despăgubire;1221 justiţie
1851;mecanism de susținere;;;1021 finanțele Uniunii Europene
1850;mecanismul cursului de schimb;;;2406 relaţii monetare
1072;mecanismul prețurilor;USE;stabilirea prețurilor;2451 preţuri
5729;mecanismul ratelor de schimb Sistemul Monetar European;;;2406 relaţii monetare
1848;mecanizare;;;6411 tehnologie şi reglementări tehnice
1849;mecanizarea agriculturii;;;5606 politică agricolă
1849;mecanizarea fermei;USE;mecanizarea agriculturii;5606 politică agricolă
c_dea47e63;mecatronică;;;3236 informatică şi procesarea datelor
3329;medalie;USE;distincție onorifică;2826 viaţă socială
3329;medalie europeană;USE;distincție onorifică;2826 viaţă socială
3594;medic;;;2841 sănătate
3594;medic generalist;USE;medic;2841 sănătate
3594;medic practicant;USE;medic;2841 sănătate
3594;medic specialist;USE;medic;2841 sănătate
167;medicament contrafăcut;USE;mărfuri industriale contrafăcute;6416 cercetare şi proprietate intelectuală
5733;medicament eliberat fără prescripție medicală;USE;medicamente cu vânzare fără rețetă;2841 sănătate
c_aaa8331c;medicament falsificat;;;2841 sănătate
5733;medicament fără prescripție medicală;USE;medicamente cu vânzare fără rețetă;2841 sănătate
c_6f563894;medicament orfan;;;2841 sănătate
3813;medicamente;;;2841 sănătate
5752;medicamente clasificare;;;2841 sănătate
5733;medicamente cu vânzare fără rețetă;;;2841 sănătate
6568;medicamente generale;;;2841 sănătate
6568;medicație generală;USE;medicamente generale;2841 sănătate
1853;medicina muncii;;;4416 organizarea muncii şi a condiţiilor de muncă
1852;medicină;;;2841 sănătate
3289;medicină alternativă;;;2841 sănătate
3287;medicină dentară;;;2841 sănătate
3356;medicină generală;;;2841 sănătate
6929;medicină la distanță;USE;telemedicină;2841 sănătate
5732;medicină legală;;;2841 sănătate
5306;medicină nucleară;;;2841 sănătate
1854;medicină preventivă;USE;prevenirea bolilor;2841 sănătate
3372;medicină socială;;;2841 sănătate
5238;medicină spațială;USE;cercetare spațială;6416 cercetare şi proprietate intelectuală
1856;medicină veterinară;;;5631 activitate agricolă
1855;medicină școlară;;;2841 sănătate
2380;mediere internațională;USE;arbitraj internațional;0816 securitate internațională
5741;mediu acvatic;;;5211 mediul înconjurător natural
602;mediu de apă dulce;USE;apă dulce;5211 mediul înconjurător natural
1926;mediu de lucru;;;4416 organizarea muncii şi a condiţiilor de muncă
965;mediu familial;USE;familie;2806 familie
3146;mediu geofizic;;;5211 mediul înconjurător natural
4331;mediu magnetic;;;3226 comunicaţii
5742;mediu marin;;;5211 mediul înconjurător natural
1926;mediu ocupațional;USE;mediu de lucru;4416 organizarea muncii şi a condiţiilor de muncă
1222;mediu rural;USE;habitat rural;2846 construcţii şi urbanism
1927;mediu universitar;USE;mediu școlar;3216 organizarea învăţământului
1223;mediu urban;USE;habitat urban;2846 construcţii şi urbanism
833;mediu înconjurător;;;5211 mediul înconjurător natural
1927;mediu școlar;;;3216 organizarea învăţământului
1861;megalopolis;;;2846 construcţii şi urbanism
1932;mei;;;6006 produse de origine vegetală
1863;melasă;;;6026 produs alimentar
3805;membrană subțire;USE;peliculă;6411 tehnologie şi reglementări tehnice
447442;membru al BCE;USE;membru al Băncii Centrale Europene;1006 Instituțiile Uniunii Europene și funcția publică europeană
447442;membru al Băncii Centrale Europene;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
4044;membru al Comisiei;USE;comisar european;1006 Instituțiile Uniunii Europene și funcția publică europeană
c_5cec7cfa;membru al Comitetului Regiunilor;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
447442;membru al Consiliului director al Băncii Centrale Europene;USE;membru al Băncii Centrale Europene;1006 Instituțiile Uniunii Europene și funcția publică europeană
5308;membru al Curții Europene a Auditorilor;USE;membru al Curții de Conturi (UE);1006 Instituțiile Uniunii Europene și funcția publică europeană
5308;membru al Curții de Conturi (UE);;;1006 Instituțiile Uniunii Europene și funcția publică europeană
4043;membru al Curții de Justiție (UE);;;1006 Instituțiile Uniunii Europene și funcția publică europeană
4043;membru al Curții de Justiție a Comunității Europene;USE;membru al Curții de Justiție (UE);1006 Instituțiile Uniunii Europene și funcția publică europeană
2248;membru al Parlamentului European;;;1006 Instituțiile Uniunii Europene și funcția publică europeană
3990;membru al juriului;USE;judecător neprofesionist;1226 organizarea sistemului juridic
1778;membru demisionar;USE;mandat electoral;0421 Parlament
2072;membru independent;USE;parlamentar independent;0421 Parlament
c_827bea7d;memorie colectivă;;;2831 cultură şi religie
c_827bea7d;memorie comună;USE;memorie colectivă;2831 cultură şi religie
c_827bea7d;memorie culturală;USE;memorie colectivă;2831 cultură şi religie
c_827bea7d;memorie istorică;USE;memorie colectivă;2831 cultură şi religie
c_827bea7d;memorie națională;USE;memorie colectivă;2831 cultură şi religie
c_827bea7d;memorie publică;USE;memorie colectivă;2831 cultură şi religie
c_827bea7d;memorie socială;USE;memorie colectivă;2831 cultură şi religie
2646;menținerea prețurilor la revânzare;USE;acord privind practica prețurilor;4031 concurenţă
2646;menținerea prețurilor la vânzarea cu amănuntul;USE;acord privind practica prețurilor;4031 concurenţă
1743;menținerea păcii;;;0816 securitate internațională
5321;mercenari;;;0821 apărare
3890;mercerie;;;6841 industria pielăriei şi textilă
1880;mercur;;;6816 metalurgie şi siderurgie
1118;mere;USE;sâmburele fructului;6006 produse de origine vegetală
4582;merișor;USE;fructe de pădure;6006 produse de origine vegetală
c_40f54e0c;meta-informații;USE;metadate;3221 documentare
c_40f54e0c;metadate;;;3221 documentare
c_b9c60592;metal de tip pământuri rare;USE;pământuri rare;6811 chimie
1882;metale;;;6816 metalurgie şi siderurgie
1883;metale feroase;;;6816 metalurgie şi siderurgie
1884;metale grele;;;6816 metalurgie şi siderurgie
1885;metale neferoase;;;6816 metalurgie şi siderurgie
1886;metale prețioase;;;6816 metalurgie şi siderurgie
6823;metale speciale;;;6816 metalurgie şi siderurgie
3829;metalizare;;;6816 metalurgie şi siderurgie
1887;metaloid;;;6811 chimie
1889;metalurgia pulberilor;;;6816 metalurgie şi siderurgie
5289;metalurgie;USE;siderurgie;6816 metalurgie şi siderurgie
1274;metan;USE;hidrocarbură;6616 industrie petrolieră
1893;metanol;;;6606 politică energetică
1892;meteorologie;;;3606 ştiinţe naturale şi aplicate
3313;metoda D`Hondt;USE;repartizarea mandatelor;0416 procedură electorală şi vot
3313;metoda Hagenbach-Bischoff;USE;repartizarea mandatelor;0416 procedură electorală şi vot
3313;metoda Imperiali;USE;repartizarea mandatelor;0416 procedură electorală şi vot
162;metode contraceptive;USE;contracepție;2806 familie
2313;metode noi de învățare;;;3206 educaţie
3683;metode pedagogice;;;3206 educaţie
1895;metode statistice;;;1631 analiză economică
7370;metodologie juridică;;;1206 izvoarele şi ramurile dreptului
1895;metodologie statistică;USE;metode statistice;1631 analiză economică
2698;metodă bugetară;USE;procedură bugetară;2441 buget
8479;metodă comunitară;;;1016 construcţie europeană
1894;metodă de cercetare;;;6416 cercetare şi proprietate intelectuală
6263;metodă de evaluare;;;6416 cercetare şi proprietate intelectuală
3683;metodă de predare;USE;metode pedagogice;3206 educaţie
7930;metodă deschisă de coordonare;;;1011 dreptul Uniunii Europene
5547;metodă interguvernamentală;USE;cooperare interguvernamentală (UE);1016 construcţie europeană
1896;metrologie;;;3606 ştiinţe naturale şi aplicate
1897;metropolă;;;2846 construcţii şi urbanism
3089;metrou;;;4811 organizarea transporturilor
2159;metru;USE;echipament de măsură;6821 industrie mecanică
2738;mezeluri;USE;produs din carne;6026 produs alimentar
2784;meșteșugar;;;4411 piaţa muncii
3592;mic comerciant;;;2036 distribuţie comercială
3620;mica industrie;;;6806 politică industrială
5716;micoză;USE;boli de piele;2841 sănătate
6756;micro-afacere;USE;microîntreprinderi;4011 categorii de societăţi comerciale
c_b2c019c8;micro-stat;USE;stat mic;7231 geografie economică
4921;microbiologie;USE;biologie;3606 ştiinţe naturale şi aplicate
5970;microchirurgie;USE;chirurgie;2841 sănătate
50;microcip;USE;componente electronice;6826 electronică şi electrotehnică
3704;microcomputer;;;3236 informatică şi procesarea datelor
1902;microcopie;USE;microformat;3221 documentare
6713;microcredit;;;2416 instituţii financiare şi de credit
1901;microeconomie;;;1631 analiză economică
3876;microelectronică;;;6826 electronică şi electrotehnică
1902;microfilm;USE;microformat;3221 documentare
6714;microfinanțe;;;2426 investiţii şi finanţare
1902;microfișă;USE;microformat;3221 documentare
1902;microformat;;;3221 documentare
1902;microfotografie;USE;microformat;3221 documentare
5740;microorganisme;;;3606 ştiinţe naturale şi aplicate
2521;micropoluant;USE;poluant;5216 degradarea mediului înconjurător
50;microprocesor;USE;componente electronice;6826 electronică şi electrotehnică
3842;microscop;USE;aparatură științifică;6821 industrie mecanică
6756;microîntreprinderi;;;4011 categorii de societăţi comerciale
2360;mică proprietate;;;5616 exploataţii agricole
c_623f2583;midie;USE;moluscă bivalvă;5641 pescuit
2211;miel;USE;oaie;5626 tehnologie agricolă
1907;miere de albine;;;6011 produse de origine animală
1116;migdale;USE;fructe cu coajă;6006 produse de origine vegetală
3320;migrant;;;2811 migraţie
1921;migrant comunitar;USE;migrație comunitară;2811 migraţie
6344;migrant șomer;;;4406 locuri de muncă
1912;migrația familiei;;;2811 migraţie
1922;migrația forței de muncă;USE;migrație profesională;2811 migraţie
1909;migrație;;;2811 migraţie
185;migrație aleasă;USE;controlul migrației;2811 migraţie
1910;migrație alternativă;;;2811 migraţie
1915;migrație clandestină;USE;migrație ilegală;2811 migraţie
1921;migrație comunitară;;;2811 migraţie
1914;migrație de frontieră;;;2811 migraţie
1913;migrație forțată;;;2811 migraţie
1915;migrație ilegală;;;2811 migraţie
1916;migrație internă;;;2811 migraţie
1917;migrație interurbană;;;2811 migraţie
1921;migrație intracomunitară;USE;migrație comunitară;2811 migraţie
1920;migrație intraurbană;;;2811 migraţie
1922;migrație profesională;;;2811 migraţie
1923;migrație rurală;;;2811 migraţie
1924;migrație sat-oraș;;;2811 migraţie
1925;migrație sezonieră;;;2811 migraţie
8453;mijloace criminalistice digitale;USE;probă judiciară informatică;1221 justiţie
8453;mijloace criminalistice informatice;USE;probă judiciară informatică;1221 justiţie
3197;mijloace de capital fix;USE;bunuri de capital;2026 consum
c_324b44f1;mijloace de comunicare sociale;;;3226 comunicaţii
2013;mijloace de comunicare în masă;USE;mass-media;3226 comunicaţii
1422;mijloace de informație;USE;informații;3231 informaţia şi prelucrarea informaţiei
3197;mijloace de producție;USE;bunuri de capital;2026 consum
2014;mijloace de producție agricolă;USE;tehnologie agricolă;5626 tehnologie agricolă
3831;mijloace de producție în siderurgie;;;6816 metalurgie şi siderurgie
5954;mijloace de recurs în justiție;USE;apel;1221 justiţie
2015;mijloace de transport;;;4811 organizarea transporturilor
3114;mijloace de transport de mare viteză;;;4811 organizarea transporturilor
4516;mijloace de transport private;;;4811 organizarea transporturilor
4531;mijloace de transport public;;;4811 organizarea transporturilor
3278;mijloace de învățământ;USE;materiale didactice;3216 organizarea învăţământului
2647;mijloace militare de luptă;USE;armament;0821 apărare
2012;mijloc de comunicare;;;3226 comunicaţii
1928;militant politic;USE;activist politic;0411 partide politice
2628;militari;USE;forțe armate;0821 apărare
1931;militarism;;;0431 politică şi securitate publică
1930;militarizarea spațiului;;;0816 securitate internațională
5743;miner;;;4411 piaţa muncii
1936;mineralogie;;;3606 ştiinţe naturale şi aplicate
2767;minereu;USE;produs minier;6611 industrie carboniferă şi minieră
1933;minereu de fier;;;6611 industrie carboniferă şi minieră
3754;minereu metalic;;;6611 industrie carboniferă şi minieră
1934;minereu neferos;;;6611 industrie carboniferă şi minieră
1935;minereu nemetalic;;;6611 industrie carboniferă şi minieră
952;minerit;;;6611 industrie carboniferă şi minieră
2157;minicalculator;USE;calculator;3236 informatică şi procesarea datelor
5116;minister;;;0436 putere executivă şi administraţie publică
1939;ministru;;;0436 putere executivă şi administraţie publică
1528;minor;USE;tânăr;2816 demografie şi populaţie
758;minori;USE;copil;2816 demografie şi populaţie
1202;minoritate etnică;USE;grup etnic;2821 context social
1205;minoritate lingvistică;USE;grup lingvisitic;2821 context social
3054;minoritate politică;;;0431 politică şi securitate publică
3486;minoritate religioasă;USE;grup religios;2821 context social
1942;minoritate sexuală;;;1236 drepturile individului
1941;minorități naționale;;;1236 drepturile individului
3749;mină;USE;exploatare minieră;6611 industrie carboniferă şi minieră
6377;mină antipersonal;USE;armă antipersonal;0821 apărare
5387;mină de cărbuni;;;6611 industrie carboniferă şi minieră
6377;mină terestră;USE;armă antipersonal;0821 apărare
2948;mirodenii;USE;plante aromatice;6006 produse de origine vegetală
c_2e08d60f;misiune civilă a UE;;;1016 construcţie europeană
c_2e08d60f;misiune civilă a Uniunii Europene;USE;misiune civilă a UE;1016 construcţie europeană
5744;misiune de anchetă;;;0806 politică internaţională
c_f7430876;misiune de căutare și salvare;USE;căutare și salvare;0811 politici de cooperare
5744;misiune de experți;USE;misiune de anchetă;0806 politică internaţională
5744;misiune de investigare;USE;misiune de anchetă;0806 politică internaţională
3367;misiune diplomatică;USE;reprezentare diplomatică;0806 politică internaţională
8482;misiune militară a UE;;;1016 construcţie europeană
8482;misiune militară a Uniunii Europene;USE;misiune militară a UE;1016 construcţie europeană
5722;mistreț;USE;mamifer sălbatic;5211 mediul înconjurător natural
7371;mitologie;;;2831 cultură şi religie
7373;mișcare altermondialistă;USE;mișcare antiglobalizare;0431 politică şi securitate publică
